"pollscore","pct","pollster","answer","end_date","sample_size","transparency_score"
0.2,1.2,"Big Data Poll","West","7/28/24",2919,7
0.2,0.8,"Big Data Poll","Stein","7/28/24",2919,7
-0.3,48,"Morning Consult","Harris","7/28/24",804,3
-0.3,44,"Morning Consult","Trump","7/28/24",804,3
-0.3,5,"Morning Consult","Kennedy","7/28/24",804,3
-0.3,0,"Morning Consult","Stein","7/28/24",804,3
-0.3,2,"Morning Consult","Oliver","7/28/24",804,3
-0.3,49,"Morning Consult","Harris","7/28/24",804,3
-0.3,47,"Morning Consult","Trump","7/28/24",804,3
-0.3,45,"Morning Consult","Harris","7/28/24",799,3
-0.3,45,"Morning Consult","Trump","7/28/24",799,3
-0.3,4,"Morning Consult","Kennedy","7/28/24",799,3
-0.3,0,"Morning Consult","Stein","7/28/24",799,3
-0.3,4,"Morning Consult","Oliver","7/28/24",799,3
-0.3,47,"Morning Consult","Harris","7/28/24",799,3
-0.3,47,"Morning Consult","Trump","7/28/24",799,3
-0.3,51,"Morning Consult","Harris","7/28/24",706,3
-0.3,39,"Morning Consult","Trump","7/28/24",706,3
-0.3,5,"Morning Consult","Kennedy","7/28/24",706,3
-0.3,1,"Morning Consult","Stein","7/28/24",706,3
-0.3,2,"Morning Consult","Oliver","7/28/24",706,3
-0.3,53,"Morning Consult","Harris","7/28/24",706,3
-0.3,42,"Morning Consult","Trump","7/28/24",706,3
-0.3,43,"Morning Consult","Harris","7/28/24",454,3
-0.3,43,"Morning Consult","Trump","7/28/24",454,3
-0.3,7,"Morning Consult","Kennedy","7/28/24",454,3
-0.3,1,"Morning Consult","Stein","7/28/24",454,3
-0.3,3,"Morning Consult","Oliver","7/28/24",454,3
-0.3,47,"Morning Consult","Harris","7/28/24",454,3
-0.3,45,"Morning Consult","Trump","7/28/24",454,3
-0.3,44,"Morning Consult","Harris","7/28/24",706,3
-0.3,45,"Morning Consult","Trump","7/28/24",706,3
-0.3,5,"Morning Consult","Kennedy","7/28/24",706,3
-0.3,0,"Morning Consult","Stein","7/28/24",706,3
-0.3,4,"Morning Consult","Oliver","7/28/24",706,3
-0.3,46,"Morning Consult","Harris","7/28/24",706,3
-0.3,48,"Morning Consult","Trump","7/28/24",706,3
-0.3,44,"Morning Consult","Harris","7/28/24",804,3
-0.3,46,"Morning Consult","Trump","7/28/24",804,3
-0.3,3,"Morning Consult","Kennedy","7/28/24",804,3
-0.3,1,"Morning Consult","Stein","7/28/24",804,3
-0.3,4,"Morning Consult","Oliver","7/28/24",804,3
-0.3,46,"Morning Consult","Harris","7/28/24",804,3
-0.3,50,"Morning Consult","Trump","7/28/24",804,3
-0.3,44,"Morning Consult","Harris","7/28/24",700,3
-0.3,45,"Morning Consult","Trump","7/28/24",700,3
-0.3,6,"Morning Consult","Kennedy","7/28/24",700,3
-0.3,0,"Morning Consult","Stein","7/28/24",700,3
-0.3,3,"Morning Consult","Oliver","7/28/24",700,3
-0.3,49,"Morning Consult","Harris","7/28/24",700,3
-0.3,47,"Morning Consult","Trump","7/28/24",700,3
-0.3,39,"Fabrizio/Impact","Harris","7/28/24",600,2
-0.3,48,"Fabrizio/Impact","Trump","7/28/24",600,2
-0.3,9,"Fabrizio/Impact","Kennedy","7/28/24",600,2
-0.3,1,"Fabrizio/Impact","Oliver","7/28/24",600,2
-0.3,1,"Fabrizio/Impact","Stein","7/28/24",600,2
-0.3,42,"Fabrizio/Impact","Harris","7/28/24",600,2
-0.3,52,"Fabrizio/Impact","Trump","7/28/24",600,2
-0.3,47,"Susquehanna","Harris","7/28/24",600,5.5
-0.3,43,"Susquehanna","Trump","7/28/24",600,5.5
-0.3,3,"Susquehanna","Kennedy","7/28/24",600,5.5
-0.3,0,"Susquehanna","Stein","7/28/24",600,5.5
-0.3,47,"Morning Consult","Harris","7/27/24",4000,3
-0.3,45,"Morning Consult","Trump","7/27/24",4000,3
-0.3,48,"Morning Consult","Harris","7/27/24",9986,3
-0.3,46,"Morning Consult","Trump","7/27/24",9986,3
-0.6,42,"U. North Florida","Harris","7/27/24",774,10
-0.6,49,"U. North Florida","Trump","7/27/24",774,10
-0.3,46,"Morning Consult","Harris","7/26/24",4000,3
-0.3,45,"Morning Consult","Trump","7/26/24",4000,3
-0.3,48,"Morning Consult","Harris","7/26/24",9918,3
-0.3,46,"Morning Consult","Trump","7/26/24",9918,3
0.1,49,"Hoffman Research","Harris","7/26/24",700,5
0.1,44,"Hoffman Research","Trump","7/26/24",700,5
0.1,45,"Hoffman Research","Harris","7/26/24",700,5
0.1,40,"Hoffman Research","Trump","7/26/24",700,5
0.1,7,"Hoffman Research","Kennedy","7/26/24",700,5
0.1,1,"Hoffman Research","Stein","7/26/24",700,5
-0.2,48,"Clarity","Harris","7/26/24",995,1
-0.2,47,"Clarity","Trump","7/26/24",995,1
-0.2,50,"Clarity","Harris","7/26/24",995,1
-0.2,39,"Clarity","Vance","7/26/24",995,1
-0.5,50,"St. Anselm","Harris","7/25/24",2083,6
-0.5,44,"St. Anselm","Trump","7/25/24",2083,6
-0.5,3,"St. Anselm","Kennedy","7/25/24",2083,6
-0.5,0,"St. Anselm","Oliver","7/25/24",2083,6
-0.5,0,"St. Anselm","Stein","7/25/24",2083,6
-0.5,0,"St. Anselm","West","7/25/24",2083,6
0,52,"PPP","Harris","7/25/24",581,4
0,38,"PPP","Trump","7/25/24",581,4
0,6,"PPP","Kennedy","7/25/24",581,4
-0.9,38,"Ipsos","Harris","7/25/24",1238,9.5
-0.9,38,"Ipsos","Trump","7/25/24",1238,9.5
-0.9,4,"Ipsos","Kennedy","7/25/24",1238,9.5
-0.3,48,"U. New Hampshire","Harris","7/25/24",1445,10
-0.3,40,"U. New Hampshire","Trump","7/25/24",1445,10
-0.3,4,"U. New Hampshire","Kennedy","7/25/24",1445,10
-0.3,1,"U. New Hampshire","Oliver","7/25/24",1445,10
-0.3,1,"U. New Hampshire","Stein","7/25/24",1445,10
-0.3,1,"U. New Hampshire","West","7/25/24",1445,10
-0.3,54,"U. New Hampshire","Harris","7/25/24",1445,10
-0.3,45,"U. New Hampshire","Trump","7/25/24",1445,10
-0.3,49,"U. New Hampshire","Harris","7/25/24",2875,10
-0.3,43,"U. New Hampshire","Trump","7/25/24",2875,10
-0.3,4,"U. New Hampshire","Kennedy","7/25/24",2875,10
-0.3,0,"U. New Hampshire","Oliver","7/25/24",2875,10
-0.3,0,"U. New Hampshire","Stein","7/25/24",2875,10
-0.3,0,"U. New Hampshire","West","7/25/24",2875,10
-0.3,53,"U. New Hampshire","Harris","7/25/24",2875,10
-0.3,46,"U. New Hampshire","Trump","7/25/24",2875,10
-1.3,50,"SurveyUSA","Harris","7/25/24",656,8
-1.3,40,"SurveyUSA","Trump","7/25/24",656,8
-0.8,48,"AtlasIntel","Harris","7/25/24",1980,6
-0.8,50.1,"AtlasIntel","Trump","7/25/24",1980,6
-0.8,46.1,"AtlasIntel","Harris","7/25/24",1980,6
-0.8,47.7,"AtlasIntel","Trump","7/25/24",1980,6
-0.8,4.5,"AtlasIntel","Kennedy","7/25/24",1980,6
-0.8,0.2,"AtlasIntel","West","7/25/24",1980,6
-0.1,44,"Angus Reid","Harris","7/25/24",1743,6
-0.1,42,"Angus Reid","Trump","7/25/24",1743,6
-0.3,46,"Morning Consult","Harris","7/25/24",4000,3
-0.3,45,"Morning Consult","Trump","7/25/24",4000,3
-0.3,48,"Morning Consult","Harris","7/25/24",10054,3
-0.3,46,"Morning Consult","Trump","7/25/24",10054,3
-0.3,56,"U. New Hampshire","Harris","7/25/24",732,10
-0.3,36,"U. New Hampshire","Trump","7/25/24",732,10
-0.3,2,"U. New Hampshire","Kennedy","7/25/24",732,10
-0.3,1,"U. New Hampshire","Oliver","7/25/24",732,10
-0.3,1,"U. New Hampshire","Stein","7/25/24",732,10
-0.3,0,"U. New Hampshire","West","7/25/24",732,10
-0.3,60,"U. New Hampshire","Harris","7/25/24",732,10
-0.3,39,"U. New Hampshire","Trump","7/25/24",732,10
-0.3,40,"U. New Hampshire","Harris","7/25/24",701,10
-0.3,44,"U. New Hampshire","Trump","7/25/24",701,10
-0.3,5,"U. New Hampshire","Kennedy","7/25/24",701,10
-0.3,1,"U. New Hampshire","Oliver","7/25/24",701,10
-0.3,3,"U. New Hampshire","Stein","7/25/24",701,10
-0.3,1,"U. New Hampshire","West","7/25/24",701,10
-0.3,49,"U. New Hampshire","Harris","7/25/24",701,10
-0.3,51,"U. New Hampshire","Trump","7/25/24",701,10
-0.1,49,"HarrisX","Harris","7/25/24",3013,6
-0.1,51,"HarrisX","Trump","7/25/24",3013,6
-0.1,49,"HarrisX","Harris","7/25/24",2472,6
-0.1,51,"HarrisX","Trump","7/25/24",2472,6
-0.1,44,"HarrisX","Harris","7/25/24",3013,6
-0.1,45,"HarrisX","Trump","7/25/24",3013,6
-0.1,11,"HarrisX","Kennedy","7/25/24",3013,6
-0.1,45,"HarrisX","Harris","7/25/24",2472,6
-0.1,47,"HarrisX","Trump","7/25/24",2472,6
-0.1,8,"HarrisX","Kennedy","7/25/24",2472,6
-0.1,44,"HarrisX","Harris","7/25/24",3013,6
-0.1,44,"HarrisX","Trump","7/25/24",3013,6
-0.1,10,"HarrisX","Kennedy","7/25/24",3013,6
-0.1,1,"HarrisX","West","7/25/24",3013,6
-0.1,1,"HarrisX","Stein","7/25/24",3013,6
-0.1,45,"HarrisX","Harris","7/25/24",2472,6
-0.1,46,"HarrisX","Trump","7/25/24",2472,6
-0.1,8,"HarrisX","Kennedy","7/25/24",2472,6
-0.1,1,"HarrisX","West","7/25/24",2472,6
-0.1,1,"HarrisX","Stein","7/25/24",2472,6
1.6,37.7,"McLaughlin","Biden","7/25/24",1700,4
1.6,42.1,"McLaughlin","Trump","7/25/24",1700,4
1.6,7.6,"McLaughlin","Kennedy","7/25/24",1700,4
1.6,2.1,"McLaughlin","Stein","7/25/24",1700,4
1.6,2.1,"McLaughlin","Oliver","7/25/24",1700,4
1.7,37.6,"Big Village","Harris","7/24/24",2016,9
1.7,38.2,"Big Village","Trump","7/24/24",2016,9
1.7,6.7,"Big Village","Kennedy","7/24/24",2016,9
1.7,1.2,"Big Village","West","7/24/24",2016,9
1.7,1.4,"Big Village","Stein","7/24/24",2016,9
1.7,40.5,"Big Village","Harris","7/24/24",1687,9
1.7,41.6,"Big Village","Trump","7/24/24",1687,9
1.7,7,"Big Village","Kennedy","7/24/24",1687,9
1.7,1.2,"Big Village","West","7/24/24",1687,9
1.7,1.5,"Big Village","Stein","7/24/24",1687,9
1.7,42.7,"Big Village","Harris","7/24/24",1492,9
1.7,44.3,"Big Village","Trump","7/24/24",1492,9
1.7,5.6,"Big Village","Kennedy","7/24/24",1492,9
1.7,1.1,"Big Village","West","7/24/24",1492,9
1.7,1.4,"Big Village","Stein","7/24/24",1492,9
-0.3,46,"Morning Consult","Harris","7/24/24",11297,3
-0.3,45,"Morning Consult","Trump","7/24/24",11297,3
-0.3,47,"Morning Consult","Harris","7/24/24",9850,3
-0.3,46,"Morning Consult","Trump","7/24/24",9850,3
0.6,46,"Change Research","Harris","7/24/24",2137,5
0.6,46,"Change Research","Trump","7/24/24",2137,5
-1.5,46,"Siena/NYT","Harris","7/24/24",1142,9
-1.5,48,"Siena/NYT","Trump","7/24/24",1142,9
-1.5,47,"Siena/NYT","Harris","7/24/24",1142,9
-1.5,48,"Siena/NYT","Trump","7/24/24",1142,9
-1.5,42,"Siena/NYT","Harris","7/24/24",1142,9
-1.5,42,"Siena/NYT","Trump","7/24/24",1142,9
-1.5,6,"Siena/NYT","Kennedy","7/24/24",1142,9
-1.5,0,"Siena/NYT","Stein","7/24/24",1142,9
-1.5,0,"Siena/NYT","West","7/24/24",1142,9
-1.5,0,"Siena/NYT","Oliver","7/24/24",1142,9
-1.5,44,"Siena/NYT","Harris","7/24/24",1142,9
-1.5,43,"Siena/NYT","Trump","7/24/24",1142,9
-1.5,5,"Siena/NYT","Kennedy","7/24/24",1142,9
-1.5,0,"Siena/NYT","Stein","7/24/24",1142,9
-1.5,0,"Siena/NYT","West","7/24/24",1142,9
-1.5,0,"Siena/NYT","Oliver","7/24/24",1142,9
0.2,38,"SurveyMonkey","Harris","7/24/24",5265,9
0.2,39,"SurveyMonkey","Trump","7/24/24",5265,9
0.2,6,"SurveyMonkey","Kennedy","7/24/24",5265,9
0.2,1,"SurveyMonkey","West","7/24/24",5265,9
0.2,1,"SurveyMonkey","Stein","7/24/24",5265,9
0.4,43,"Redfield & Wilton Strategies","Harris","7/24/24",435,9
0.4,45,"Redfield & Wilton Strategies","Trump","7/24/24",435,9
0.4,5,"Redfield & Wilton Strategies","Kennedy","7/24/24",435,9
0.4,0,"Redfield & Wilton Strategies","Oliver","7/24/24",435,9
0.4,1,"Redfield & Wilton Strategies","Stein","7/24/24",435,9
0.4,42,"Redfield & Wilton Strategies","Harris","7/24/24",851,9
0.4,46,"Redfield & Wilton Strategies","Trump","7/24/24",851,9
0.4,5,"Redfield & Wilton Strategies","Kennedy","7/24/24",851,9
0.4,0,"Redfield & Wilton Strategies","Oliver","7/24/24",851,9
0.4,0,"Redfield & Wilton Strategies","Stein","7/24/24",851,9
0.4,43,"Redfield & Wilton Strategies","Harris","7/24/24",586,9
0.4,46,"Redfield & Wilton Strategies","Trump","7/24/24",586,9
0.4,4,"Redfield & Wilton Strategies","Kennedy","7/24/24",586,9
0.4,0,"Redfield & Wilton Strategies","Oliver","7/24/24",586,9
0.4,0,"Redfield & Wilton Strategies","Stein","7/24/24",586,9
0.4,43,"Redfield & Wilton Strategies","Harris","7/24/24",510,9
0.4,46,"Redfield & Wilton Strategies","Trump","7/24/24",510,9
0.4,4,"Redfield & Wilton Strategies","Kennedy","7/24/24",510,9
0.4,1,"Redfield & Wilton Strategies","Oliver","7/24/24",510,9
0.4,0,"Redfield & Wilton Strategies","Stein","7/24/24",510,9
0.4,39,"Redfield & Wilton Strategies","Harris","7/24/24",572,9
0.4,47,"Redfield & Wilton Strategies","Trump","7/24/24",572,9
0.4,5,"Redfield & Wilton Strategies","Kennedy","7/24/24",572,9
0.4,1,"Redfield & Wilton Strategies","Oliver","7/24/24",572,9
0.4,0,"Redfield & Wilton Strategies","Stein","7/24/24",572,9
0.4,42,"Redfield & Wilton Strategies","Harris","7/24/24",1180,9
0.4,47,"Redfield & Wilton Strategies","Trump","7/24/24",1180,9
0.4,3,"Redfield & Wilton Strategies","Kennedy","7/24/24",1180,9
0.4,1,"Redfield & Wilton Strategies","Oliver","7/24/24",1180,9
0.4,0,"Redfield & Wilton Strategies","Stein","7/24/24",1180,9
0.4,41,"Redfield & Wilton Strategies","Harris","7/24/24",512,9
0.4,44,"Redfield & Wilton Strategies","Trump","7/24/24",512,9
0.4,7,"Redfield & Wilton Strategies","Kennedy","7/24/24",512,9
0.4,0,"Redfield & Wilton Strategies","Oliver","7/24/24",512,9
0.4,0,"Redfield & Wilton Strategies","Stein","7/24/24",512,9
0.4,44,"Redfield & Wilton Strategies","Harris","7/24/24",475,9
0.4,41,"Redfield & Wilton Strategies","Trump","7/24/24",475,9
0.4,6,"Redfield & Wilton Strategies","Kennedy","7/24/24",475,9
0.4,0,"Redfield & Wilton Strategies","Oliver","7/24/24",475,9
0.4,1,"Redfield & Wilton Strategies","Stein","7/24/24",475,9
0.4,44,"Redfield & Wilton Strategies","Harris","7/24/24",523,9
0.4,44,"Redfield & Wilton Strategies","Trump","7/24/24",523,9
0.4,5,"Redfield & Wilton Strategies","Kennedy","7/24/24",523,9
0.4,1,"Redfield & Wilton Strategies","Oliver","7/24/24",523,9
0.4,1,"Redfield & Wilton Strategies","Stein","7/24/24",523,9
-0.2,41.6,"Glengariff Group Inc.","Harris","7/24/24",600,1
-0.2,41.3,"Glengariff Group Inc.","Trump","7/24/24",600,1
-0.2,9.7,"Glengariff Group Inc.","Kennedy","7/24/24",600,1
-0.2,0.7,"Glengariff Group Inc.","Oliver","7/24/24",600,1
-0.2,0.5,"Glengariff Group Inc.","Stein","7/24/24",600,1
-0.2,32.7,"Glengariff Group Inc.","Newsom","7/24/24",600,1
-0.2,42.8,"Glengariff Group Inc.","Trump","7/24/24",600,1
-0.2,11.3,"Glengariff Group Inc.","Kennedy","7/24/24",600,1
-0.2,1.3,"Glengariff Group Inc.","Stein","7/24/24",600,1
-0.2,1.3,"Glengariff Group Inc.","Oliver","7/24/24",600,1
-0.2,43.3,"Glengariff Group Inc.","Whitmer","7/24/24",600,1
-0.2,40.3,"Glengariff Group Inc.","Trump","7/24/24",600,1
-0.2,9.7,"Glengariff Group Inc.","Kennedy","7/24/24",600,1
-0.2,0.3,"Glengariff Group Inc.","Stein","7/24/24",600,1
-0.2,0.7,"Glengariff Group Inc.","Oliver","7/24/24",600,1
-1.1,46,"Beacon/Shaw","Harris","7/24/24",1046,9
-1.1,46,"Beacon/Shaw","Trump","7/24/24",1046,9
-1.1,5,"Beacon/Shaw","Kennedy","7/24/24",1046,9
-1.1,1,"Beacon/Shaw","West","7/24/24",1046,9
-1.1,1,"Beacon/Shaw","Stein","7/24/24",1046,9
-1.1,49,"Beacon/Shaw","Harris","7/24/24",1046,9
-1.1,50,"Beacon/Shaw","Trump","7/24/24",1046,9
-1.1,46,"Beacon/Shaw","Whitmer","7/24/24",1046,9
-1.1,50,"Beacon/Shaw","Trump","7/24/24",1046,9
-1.1,46,"Beacon/Shaw","Shapiro","7/24/24",1046,9
-1.1,49,"Beacon/Shaw","Trump","7/24/24",1046,9
-1.1,45,"Beacon/Shaw","Harris","7/24/24",1034,9
-1.1,43,"Beacon/Shaw","Trump","7/24/24",1034,9
-1.1,7,"Beacon/Shaw","Kennedy","7/24/24",1034,9
-1.1,1,"Beacon/Shaw","West","7/24/24",1034,9
-1.1,1,"Beacon/Shaw","Stein","7/24/24",1034,9
-1.1,49,"Beacon/Shaw","Harris","7/24/24",1034,9
-1.1,49,"Beacon/Shaw","Trump","7/24/24",1034,9
-1.1,48,"Beacon/Shaw","Whitmer","7/24/24",1034,9
-1.1,49,"Beacon/Shaw","Trump","7/24/24",1034,9
-1.1,54,"Beacon/Shaw","Shapiro","7/24/24",1034,9
-1.1,44,"Beacon/Shaw","Trump","7/24/24",1034,9
-1.1,47,"Beacon/Shaw","Harris","7/24/24",1071,9
-1.1,41,"Beacon/Shaw","Trump","7/24/24",1071,9
-1.1,7,"Beacon/Shaw","Kennedy","7/24/24",1071,9
-1.1,1,"Beacon/Shaw","West","7/24/24",1071,9
-1.1,1,"Beacon/Shaw","Stein","7/24/24",1071,9
-1.1,52,"Beacon/Shaw","Harris","7/24/24",1071,9
-1.1,46,"Beacon/Shaw","Trump","7/24/24",1071,9
-1.1,49,"Beacon/Shaw","Whitmer","7/24/24",1071,9
-1.1,46,"Beacon/Shaw","Trump","7/24/24",1071,9
-1.1,49,"Beacon/Shaw","Shapiro","7/24/24",1071,9
-1.1,45,"Beacon/Shaw","Trump","7/24/24",1071,9
-1.1,43,"Beacon/Shaw","Harris","7/24/24",1012,9
-1.1,45,"Beacon/Shaw","Trump","7/24/24",1012,9
-1.1,7,"Beacon/Shaw","Kennedy","7/24/24",1012,9
-1.1,1,"Beacon/Shaw","West","7/24/24",1012,9
-1.1,1,"Beacon/Shaw","Stein","7/24/24",1012,9
-1.1,49,"Beacon/Shaw","Harris","7/24/24",1012,9
-1.1,49,"Beacon/Shaw","Trump","7/24/24",1012,9
-1.1,52,"Beacon/Shaw","Whitmer","7/24/24",1012,9
-1.1,46,"Beacon/Shaw","Trump","7/24/24",1012,9
-1.1,47,"Beacon/Shaw","Shapiro","7/24/24",1012,9
-1.1,48,"Beacon/Shaw","Trump","7/24/24",1012,9
0.1,35,"Targoz Market Research","Biden","7/24/24",1200,7
0.1,47,"Targoz Market Research","Trump","7/24/24",1200,7
0.1,6,"Targoz Market Research","Kennedy","7/24/24",1200,7
0.1,1,"Targoz Market Research","Oliver","7/24/24",1200,7
0.1,0,"Targoz Market Research","West","7/24/24",1200,7
0.1,1,"Targoz Market Research","Stein","7/24/24",1200,7
0.1,39,"Targoz Market Research","Biden","7/24/24",988,7
0.1,46,"Targoz Market Research","Trump","7/24/24",988,7
0.1,5,"Targoz Market Research","Kennedy","7/24/24",988,7
0.1,1,"Targoz Market Research","Oliver","7/24/24",988,7
0.1,0,"Targoz Market Research","West","7/24/24",988,7
0.1,1,"Targoz Market Research","Stein","7/24/24",988,7
0.1,39,"Targoz Market Research","Harris","7/24/24",1200,7
0.1,46,"Targoz Market Research","Trump","7/24/24",1200,7
0.1,5,"Targoz Market Research","Kennedy","7/24/24",1200,7
0.1,1,"Targoz Market Research","Oliver","7/24/24",1200,7
0.1,1,"Targoz Market Research","West","7/24/24",1200,7
0.1,0,"Targoz Market Research","Stein","7/24/24",1200,7
0.1,42,"Targoz Market Research","Harris","7/24/24",988,7
0.1,47,"Targoz Market Research","Trump","7/24/24",988,7
0.1,4,"Targoz Market Research","Kennedy","7/24/24",988,7
0.1,1,"Targoz Market Research","Oliver","7/24/24",988,7
0.1,0,"Targoz Market Research","West","7/24/24",988,7
0.1,0,"Targoz Market Research","Stein","7/24/24",988,7
-0.9,39,"Ipsos","Harris","7/23/24",1241,9.5
-0.9,39,"Ipsos","Trump","7/23/24",1241,9.5
-0.9,44,"Ipsos","Harris","7/23/24",1018,9.5
-0.9,42,"Ipsos","Trump","7/23/24",1018,9.5
-0.9,37,"Ipsos","Harris","7/23/24",1241,9.5
-0.9,34,"Ipsos","Trump","7/23/24",1241,9.5
-0.9,10,"Ipsos","Kennedy","7/23/24",1241,9.5
-0.9,42,"Ipsos","Harris","7/23/24",1018,9.5
-0.9,38,"Ipsos","Trump","7/23/24",1018,9.5
-0.9,8,"Ipsos","Kennedy","7/23/24",1018,9.5
-0.4,46,"RMG Research","Harris","7/23/24",2000,5
-0.4,48,"RMG Research","Trump","7/23/24",2000,5
-0.4,2,"RMG Research","Kennedy","7/23/24",2000,5
-1.1,47.4,"Emerson","Harris","7/23/24",800,7
-1.1,52.6,"Emerson","Trump","7/23/24",800,7
-1.1,39.8,"Emerson","Harris","7/23/24",800,7
-1.1,47.5,"Emerson","Trump","7/23/24",800,7
-1.1,5.2,"Emerson","Kennedy","7/23/24",800,7
-1.1,0.6,"Emerson","West","7/23/24",800,7
-1.1,0.5,"Emerson","Stein","7/23/24",800,7
-1.1,0.6,"Emerson","Oliver","7/23/24",800,7
-1.1,48.9,"Emerson","Harris","7/23/24",800,7
-1.1,51.1,"Emerson","Trump","7/23/24",800,7
-1.1,43.3,"Emerson","Harris","7/23/24",800,7
-1.1,45.9,"Emerson","Trump","7/23/24",800,7
-1.1,4.1,"Emerson","Kennedy","7/23/24",800,7
-1.1,0.8,"Emerson","West","7/23/24",800,7
-1.1,0.5,"Emerson","Stein","7/23/24",800,7
-1.1,0.1,"Emerson","Oliver","7/23/24",800,7
-1.1,49.1,"Emerson","Harris","7/23/24",800,7
-1.1,50.9,"Emerson","Trump","7/23/24",800,7
-1.1,43.8,"Emerson","Harris","7/23/24",800,7
-1.1,44.1,"Emerson","Trump","7/23/24",800,7
-1.1,4.7,"Emerson","Kennedy","7/23/24",800,7
-1.1,0.5,"Emerson","West","7/23/24",800,7
-1.1,0.6,"Emerson","Stein","7/23/24",800,7
-1.1,0.3,"Emerson","Oliver","7/23/24",800,7
-1.1,50.6,"Emerson","Harris","7/23/24",845,7
-1.1,49.4,"Emerson","Trump","7/23/24",845,7
-1.1,45.4,"Emerson","Harris","7/23/24",845,7
-1.1,44.9,"Emerson","Trump","7/23/24",845,7
-1.1,3.4,"Emerson","Kennedy","7/23/24",845,7
-1.1,0.5,"Emerson","Stein","7/23/24",845,7
-1.1,48.9,"Emerson","Harris","7/23/24",850,7
-1.1,51.1,"Emerson","Trump","7/23/24",850,7
-1.1,44.3,"Emerson","Harris","7/23/24",850,7
-1.1,46.1,"Emerson","Trump","7/23/24",850,7
-1.1,3,"Emerson","Kennedy","7/23/24",850,7
-1.1,0.6,"Emerson","West","7/23/24",850,7
-1.1,0.7,"Emerson","Stein","7/23/24",850,7
-1.1,0.4,"Emerson","Oliver","7/23/24",850,7
-1.1,44,"YouGov","Harris","7/23/24",1155,9
-1.1,46,"YouGov","Trump","7/23/24",1155,9
-1.1,4,"YouGov","Kennedy","7/23/24",1155,9
-1.1,1,"YouGov","Stein","7/23/24",1155,9
-1.1,0,"YouGov","West","7/23/24",1155,9
-1.1,41,"YouGov","Harris","7/23/24",1435,9
-1.1,44,"YouGov","Trump","7/23/24",1435,9
-1.1,5,"YouGov","Kennedy","7/23/24",1435,9
-1.1,1,"YouGov","West","7/23/24",1435,9
-1.1,1,"YouGov","Stein","7/23/24",1435,9
0.3,39,"North Star Opinion Research","Biden","7/23/24",147,3
0.3,48,"North Star Opinion Research","Trump","7/23/24",147,3
0.3,35,"North Star Opinion Research","Biden","7/23/24",147,3
0.3,42,"North Star Opinion Research","Trump","7/23/24",147,3
0.3,10,"North Star Opinion Research","Kennedy","7/23/24",147,3
0.3,2,"North Star Opinion Research","Oliver","7/23/24",147,3
0.3,2,"North Star Opinion Research","Stein","7/23/24",147,3
0.3,45,"North Star Opinion Research","Harris","7/23/24",600,3
0.3,47,"North Star Opinion Research","Trump","7/23/24",600,3
-0.9,45,"Marist","Harris","7/22/24",1117,7
-0.9,46,"Marist","Trump","7/22/24",1117,7
-0.9,42,"Marist","Harris","7/22/24",1117,7
-0.9,42,"Marist","Trump","7/22/24",1117,7
-0.9,7,"Marist","Kennedy","7/22/24",1117,7
-0.9,1,"Marist","West","7/22/24",1117,7
-0.9,1,"Marist","Stein","7/22/24",1117,7
-0.9,0,"Marist","Oliver","7/22/24",1117,7
-0.6,46.7,"Landmark Communications","Harris","7/22/24",400,5
-0.6,48,"Landmark Communications","Trump","7/22/24",400,5
-0.6,44.3,"Landmark Communications","Harris","7/22/24",400,5
-0.6,45.8,"Landmark Communications","Trump","7/22/24",400,5
-0.6,4,"Landmark Communications","Kennedy","7/22/24",400,5
-0.6,0.3,"Landmark Communications","Oliver","7/22/24",400,5
-0.6,0.3,"Landmark Communications","Stein","7/22/24",400,5
-0.6,1.1,"Landmark Communications","West","7/22/24",400,5
-0.3,45,"Morning Consult","Harris","7/22/24",4001,3
-0.3,47,"Morning Consult","Trump","7/22/24",4001,3
-1.1,41,"YouGov","Biden","7/22/24",1178,9
-1.1,43,"YouGov","Trump","7/22/24",1178,9
-1.1,5,"YouGov","Kennedy","7/22/24",1178,9
-1.1,1,"YouGov","West","7/22/24",1178,9
-1.1,1,"YouGov","Stein","7/22/24",1178,9
-1.1,0,"YouGov","Oliver","7/22/24",1178,9
-1.1,45,"YouGov","Biden","7/22/24",1115,9
-1.1,45,"YouGov","Trump","7/22/24",1115,9
-1.1,41,"YouGov","Harris","7/22/24",1178,9
-1.1,43,"YouGov","Trump","7/22/24",1178,9
-1.1,5,"YouGov","Kennedy","7/22/24",1178,9
-1.1,1,"YouGov","West","7/22/24",1178,9
-1.1,1,"YouGov","Stein","7/22/24",1178,9
-1.1,1,"YouGov","Oliver","7/22/24",1178,9
-1.1,46,"YouGov","Harris","7/22/24",1178,9
-1.1,46,"YouGov","Trump","7/22/24",1178,9
-1.1,40,"YouGov","Newsom","7/22/24",1178,9
-1.1,46,"YouGov","Trump","7/22/24",1178,9
-1.1,41,"YouGov","Whitmer","7/22/24",1178,9
-1.1,46,"YouGov","Trump","7/22/24",1178,9
-1.1,39,"YouGov","Shapiro","7/22/24",1178,9
-1.1,46,"YouGov","Trump","7/22/24",1178,9
0,39.4,"Praecones Analytica","Biden","7/21/24",601,8.5
0,39.7,"Praecones Analytica","Trump","7/21/24",601,8.5
0,20.9,"Praecones Analytica","Kennedy","7/21/24",601,8.5
0,39.3,"Praecones Analytica","Harris","7/21/24",601,8.5
